Engine speed,Engine load,Railpressure,Air supply,Crank angle,Intake pressure,Back pressure,Intake temperature,NOx,PM 1,CO2,PM 2,Pressure cylinder
700.0,7.33,500.9,78.3753,1.91,967.5,1027.3,65.5,17.977837673560735,0.15113873220843352,2.8916283610802,1.6903354828725246,44.94630187431548
700.0,25.85,577.6,118.0673,0.94,1017.6,1063.8,53.4,30.613787512695183,0.4214317582416869,10.976311757652471,4.617809260605824,55.88577776855951
700.0,46.67,615.8,144.3557,2.86,1086.7,1156.2,47.9,109.19980608569212,0.7673947376959026,18.844495547498298,5.139176936995938,73.029760855238
700.0,69.55,778.3,174.1779,2.22,1171.1,1215.1,42.7,186.40672910363406,0.6585046764660393,27.739764572815595,4.104144058530217,86.3221033029667
700.0,94.33,900.1,213.3148,-1.72,1313.3,1305.9,38.3,315.4301798554923,0.7732893509162588,39.26986461866726,4.29842631286772,93.84214145031837
800.0,13.0,630.6,103.4821,2.63,1001.0,1064.1,60.5,21.485758037265057,0.28846689152194394,5.767598431463984,3.0526621591386602,49.44455918846896
800.0,32.48,793.4,135.7269,1.7,1011.6,1045.6,53.2,42.51801814065062,0.6307925224724509,15.197720245550155,4.4738964178784455,59.28122459229774
800.0,54.0,929.1,170.9657,1.42,1080.8,1096.9,45.9,149.96248167000167,0.8042374633531127,24.980771175873272,6.557321322829332,73.68607426866562
800.0,78.21,1069.1,214.9532,-2.03,1254.1,1250.3,41.8,232.42147236193236,0.9826768886856067,35.026650907816176,6.649109842140032,81.97041009553783
800.0,101.8,1081.4,264.3645,-3.07,1462.9,1408.5,39.3,398.97639090449724,0.7144336268283003,49.8233697865045,2.9955145094585727,93.58462831344472
900.0,7.36,637.4,104.7771,3.4,984.7,1063.6,61.7,22.095897375633463,0.19848538410046962,3.6818998285970466,1.9589224855357135,45.771071469239516
900.0,25.96,895.9,128.6418,2.47,974.8,1029.3,58.6,35.588933644747854,0.4711302737029137,13.47677705952958,4.474883116814149,57.435788926912004
900.0,47.27,1135.9,170.8247,0.58,1017.3,1034.4,48.6,74.21038950570717,1.0662219148675935,23.70864771465174,6.574482315854537,64.50948256693992
900.0,70.32,1275.7,224.127,-1.8,1198.5,1177.2,43.7,208.24397971858298,1.3068110022348907,37.12899246435832,9.381252527010819,74.56039921055896
900.0,94.24,1288.6,282.0735,-4.54,1476.5,1412.7,42.8,241.2741276177169,1.1346035224751538,48.84062745437308,5.10075377895612,83.87264136260535
900.0,115.59,1197.3,339.4152,-2.87,1682.9,1553.9,40.3,363.1309659071255,0.8036580364990177,60.53876085402666,2.6892862603696157,101.50615413268847
900.0,130.85,1093.3,377.0602,-2.19,1809.5,1606.5,39.2,703.8246607171793,0.6007905860854926,67.05085198832482,1.803961669844515,108.0904928383574
1000.0,19.62,916.6,126.0233,3.75,1001.3,1083.3,64.0,25.009855667269665,0.4894773077505346,11.212635127049033,4.151939957673627,54.04110349853178
1000.0,40.26,1272.1,162.3273,0.67,985.9,1019.1,55.0,56.18858982900072,0.7254520178053756,22.092426893069366,4.560939289205964,60.37245317807586
1000.0,63.6,1468.8,227.945,-2.23,1130.3,1115.7,45.5,177.1848453200707,1.5166428471330633,36.639619613118676,6.612869214216675,70.06265234980638
1000.0,87.22,1500.3,294.3291,-5.63,1456.2,1385.2,46.5,200.07116340674446,1.6233723013845072,50.056312391362134,6.510783432691256,74.61312365448464
1000.0,108.18,1419.4,357.3008,-3.88,1717.3,1588.2,46.3,373.1086599828863,1.4656596470148644,61.62991224958857,4.269445225386896,92.24933417936032
1000.0,129.96,1266.3,419.5676,-2.3,1919.6,1713.1,43.4,465.2115870084483,0.996471853863603,76.01429832189048,2.4463061612096424,107.39016199059381
1000.0,145.38,1174.8,463.6732,-1.99,2060.5,1793.2,41.7,639.8263142264609,0.9996843169332419,78.5755986221406,2.6717916962953843,116.71868384375955
1100.0,19.71,1013.2,141.4924,3.78,1003.3,1092.3,64.7,26.38140738368347,0.5112638827069476,12.461881283801375,5.018754404528529,50.62759053189185
1100.0,40.55,1397.0,180.5255,0.46,998.4,1041.7,55.5,61.2872154087408,0.7819299330390538,25.332000330160717,4.1423420942393285,59.93665403535949
1100.0,64.16,1635.8,249.5842,-2.91,1163.1,1148.6,47.9,140.43023270459517,2.0929102798234975,39.797443039900536,10.78344162621719,67.50790692058354
1100.0,87.53,1707.0,322.8809,-5.76,1503.6,1420.2,49.3,160.04722641003167,2.1356134544199437,53.03672587425288,8.407923293350686,75.05543753625432
1100.0,108.26,1613.4,395.337,-4.21,1789.4,1641.9,49.4,289.878376647776,1.545124940880911,69.73808905031338,4.810491376745336,92.21930598486298
1100.0,129.85,1459.5,458.9207,-2.54,2028.6,1810.0,49.1,467.8129221735451,1.6616424492050974,84.01557766478102,4.065149997869072,107.45440863505793
1200.0,14.08,962.3,142.5829,3.92,1008.7,1119.0,68.6,23.76640492822654,0.6991758235278971,9.402168112856144,7.137368258064058,50.02804790331795
1200.0,33.38,1328.0,183.1649,1.89,1002.7,1070.2,59.0,40.60097261157424,0.651538733183544,23.423892629637702,3.8926487173378628,55.78952333493341
1200.0,56.41,1666.5,246.4392,-1.9,1126.9,1131.6,50.8,91.89246324533835,2.395785784675536,39.29938482892478,10.823436530029635,63.246868030044816
1200.0,81.06,1875.3,324.2888,-5.63,1442.5,1378.5,51.1,130.539526599226,2.371053692196217,55.390850527766545,11.403668352097803,67.092165773685
1200.0,102.13,1835.0,406.5563,-5.12,1770.3,1642.9,52.3,200.84892912650835,2.876964133827879,74.96107248315519,6.873749126667286,85.06673073805423
1200.0,123.41,1693.2,478.0289,-3.26,2044.1,1845.6,52.5,304.99584728390084,2.2187513497848306,84.63138422013985,5.135748889576345,101.28103327238902
1200.0,143.34,1586.0,549.8148,-1.67,2330.8,2073.1,54.0,381.6186108908244,1.922705020847765,98.68514224647545,4.476897310869505,116.5188469937095
1300.0,20.43,1130.2,171.1949,3.86,1037.4,1149.1,67.0,26.469903894980334,0.4602984936174965,14.809763517101473,3.235245909673625,52.63502151697615
1300.0,41.21,1498.8,221.8717,1.06,1038.9,1094.1,55.9,62.648891945272034,1.3766590856941514,31.84869858343808,8.361713866630083,59.53188104978766
1300.0,64.88,1798.9,297.1093,-2.89,1252.0,1236.5,52.0,84.2998941330222,3.417578203058448,48.3434707796788,14.369339399806154,66.03415296023904
1300.0,89.07,2010.1,384.8992,-5.97,1597.3,1528.1,53.2,134.1714004000178,3.2450766169985945,65.66739756825342,12.91363376818048,74.54426561581558
1300.0,110.09,1919.0,474.2818,-4.65,1942.1,1816.1,54.7,166.93757931636128,2.2927111547311934,80.5500964819665,5.137938751450798,97.5874404103016
1300.0,131.41,1812.4,543.9901,-2.95,2218.2,2037.1,56.2,289.7393011843004,2.04167702814342,99.02133842176671,4.211327689844776,105.56314249451592
1400.0,8.93,967.2,168.8364,4.87,1036.6,1169.0,70.4,34.615607579144,0.23254129686442163,7.09265856858247,1.8217689372199515,49.53687637364792
1400.0,27.2,1280.1,204.2903,3.78,1047.3,1150.0,63.3,41.90698672322388,0.760243203404737,22.409931710619325,4.247151275746339,54.668715377884105
1400.0,49.1,1593.0,267.331,0.5,1111.4,1153.9,54.5,94.23298922459165,2.8329210760383563,38.50904742949394,10.536300981865356,59.95670657482434
1400.0,73.39,1887.8,358.3535,-3.64,1404.1,1379.6,52.9,121.80102120941174,3.0551224582581815,59.06122538352602,13.376994918161742,68.07120055330539
1400.0,97.08,2025.8,451.0442,-5.14,1775.5,1713.9,56.0,125.64479999617919,2.205668592557113,76.37898284945118,4.49454483931506,86.90866634853788
1400.0,116.71,2003.3,549.0852,-3.35,2154.1,2050.5,58.0,206.35406689204615,2.349469626666535,93.96504520011585,3.910750826491186,104.40525596036107
1400.0,137.41,1936.1,617.4073,-1.21,2446.2,2313.1,60.8,335.28074014665685,3.5969180881857463,107.97917445288431,8.239546799188393,116.37775443834855
1500.0,9.43,1040.7,175.131,5.75,1037.5,1187.1,72.7,32.985596776048276,0.2830704932371967,7.882327425185521,1.8692164340148376,51.00477563915629
1500.0,27.5,1280.3,222.0219,4.8,1055.5,1166.1,63.6,32.158131498713914,1.094718422682622,23.302184029055365,5.962528008884627,55.969185835063676
1500.0,49.24,1586.1,295.3811,1.44,1141.0,1189.7,54.9,77.22129436555547,2.8763215764803753,41.49567589716194,12.092496177916788,61.29529107845722
1500.0,73.63,1875.2,398.3555,-3.0,1466.6,1460.1,54.1,144.31418073704648,3.244297857705913,63.073365147963,9.38207523118258,71.47676075780946
1500.0,96.87,2034.1,502.1795,-4.23,1889.5,1867.6,58.6,178.29678561392723,2.840464652382739,84.57026128640234,6.334275201454841,89.91157128097414
1500.0,115.82,2104.6,603.9273,-2.08,2289.4,2246.7,61.7,177.68400921343547,2.980148322920262,102.89946797022817,6.2845658453642015,117.18496220914409
1500.0,136.17,2067.4,675.5218,0.07,2597.9,2540.4,65.2,255.91265336872286,2.9226852376653585,117.19724508298215,5.701031898574905,127.75353267717446
1600.0,9.86,1107.4,201.4158,6.21,1057.7,1208.5,71.4,42.44052835606867,0.25929293904742273,8.955223046813101,1.3696906443696943,52.07815447376007
1600.0,28.02,1296.7,236.4013,5.8,1068.4,1192.5,64.5,38.886609604144226,1.47172583091667,25.87732248491755,6.063806564091515,57.57352675103088
1600.0,73.35,1898.7,440.3396,-1.89,1501.7,1502.5,53.9,132.05758253201483,3.425840643394905,68.10522139016834,6.868999823386423,75.59963142107414
1600.0,96.41,2061.2,559.3143,-3.25,1967.2,1965.7,59.1,227.20107553149742,1.863170539504018,87.61611005836292,3.62804256349467,96.87889092806815
1600.0,115.45,2181.0,655.3975,-0.89,2359.4,2361.1,63.7,302.99245201619647,2.2001197027755617,104.20094706020458,3.9997313160503634,116.95140595861594
1600.0,135.17,2195.4,740.8542,1.39,2712.3,2711.7,68.1,330.63369271452615,2.385972236911173,127.1460152049405,3.1990597516202097,141.6491315071433
1700.0,10.25,1165.0,245.5282,6.43,1082.8,1216.5,67.3,55.853292511300126,0.31332049660030753,9.562500176459293,1.5402478328537161,52.02376140016089
1700.0,28.33,1346.2,262.9306,6.02,1088.4,1215.0,63.3,43.342147767621135,1.6612517131628621,27.320488456141653,6.42599857008592,59.173413380980264
1700.0,73.59,2021.3,470.1395,-0.74,1506.0,1517.0,54.2,177.87025093566282,2.9813426585014233,72.55160570505963,7.352530322424281,76.80526540620319
1700.0,96.58,2192.1,589.233,-1.76,1978.7,2010.5,60.8,187.19870540183675,2.8929777487860684,92.99648374859802,4.852973871937962,101.07108473664627
1700.0,115.23,2290.5,703.2143,0.7,2446.7,2505.9,67.1,205.87400008794168,1.8904675578639392,106.66150101528015,2.5814084349618325,116.05343071202208
1700.0,135.93,2298.3,793.9227,2.31,2792.6,2846.2,71.7,269.584615326972,4.134867394141476,132.35403737874574,5.149961142305363,138.67446721397548
1800.0,16.54,1317.1,269.6929,6.25,1108.4,1255.8,65.7,50.60141134376403,0.5371525912137377,16.302509933145863,2.3296724858848035,53.86597595004422
1800.0,35.66,1521.7,310.56,5.69,1123.5,1236.1,60.9,66.86942041310849,4.095885263151096,36.29146717730924,16.283255006155805,60.497929757741026
1800.0,57.76,1956.5,398.7758,3.03,1261.7,1319.4,55.3,116.50355234371386,1.9394893433180258,58.89040054071606,4.979758023154405,69.68779499851607
1800.0,82.62,2306.6,529.1589,-1.31,1654.3,1693.6,57.8,136.41449133049858,2.8765428996234554,80.42304050732031,5.995127256808798,80.90251546283335
1800.0,102.49,2374.4,664.1809,0.47,2163.3,2230.5,64.7,231.99423016782234,3.134842267333664,99.18699123080054,5.392186749433115,107.29266111816243
1800.0,122.01,2401.4,787.3758,2.4,2641.6,2735.6,71.5,281.4204595522072,3.389472797272102,129.16377457408188,4.737970468287033,135.80789320673927
1800.0,145.02,2378.4,885.3311,2.72,2964.4,3036.9,75.2,374.01212228456956,4.490790259417797,144.69978236866294,3.4118944175284,149.06861823294938
1900.0,11.3,1425.0,282.7562,5.92,1098.5,1245.4,67.2,59.10550764729669,0.36830499063945416,11.915447671909297,1.4731700856154017,53.78920232762049
1900.0,29.67,1590.6,296.7229,5.66,1137.8,1298.9,65.9,44.76858109478898,1.573982686434998,32.30613275563763,5.057705205916782,58.82543969050602
1900.0,50.34,1927.4,402.013,4.73,1228.0,1302.6,56.2,89.36735306686089,4.9233905871610455,53.35149411205428,12.20380698537897,67.18229948745443
1900.0,75.43,2432.9,512.6107,-0.16,1519.1,1567.1,57.1,172.21455802952764,2.0432445849294787,82.48518417620456,5.228895728359274,76.83437740007157
1900.0,95.98,2499.2,661.2485,0.92,2031.6,2105.5,63.9,165.12383559454042,3.6309857142731063,104.66582753976859,7.394663297061868,99.42011871819159
1900.0,115.29,2499.3,800.7886,3.08,2581.9,2705.1,72.9,255.29142970982582,3.2723824168409066,123.2167449765532,6.679379244478036,131.59743943252568
1900.0,138.39,2499.3,922.4504,2.94,2984.8,3103.4,77.4,310.6518246774499,5.698707405990675,155.34627615486806,5.03223932675714,141.23615205455212
2000.0,11.63,1663.3,292.945,5.87,1093.5,1250.3,68.0,45.11063725051373,0.3704323940194156,13.33908766384167,1.3443847295192008,50.75279103605903
2000.0,30.24,1828.4,311.2089,5.73,1147.1,1319.3,66.9,45.09821278013269,1.463232531672215,34.86815098256056,4.400620831674709,62.720720690372225
2000.0,51.19,2122.9,424.0701,4.39,1272.8,1367.7,58.8,115.88382403212908,1.440617045316262,56.73930127028057,3.920998930367679,69.12755251015552
2000.0,75.09,2484.8,565.8406,0.91,1623.6,1691.9,59.0,203.6444183267808,2.3319021184317834,86.67512769188885,4.150602885000321,81.03448931754784
2000.0,96.15,2500.0,730.3445,1.67,2184.0,2288.6,67.3,212.4902121820714,4.115932301255872,111.54116529866958,6.811393362360532,111.5080029108646
2000.0,116.28,2499.9,875.2752,3.49,2747.6,2907.4,76.7,275.2308119043396,3.4408373445871807,129.84752535209003,6.91910760981224,135.60721942582202
2000.0,139.54,2500.3,1008.3008,3.66,3129.9,3329.4,79.7,328.1474277717095,4.017909145505699,163.08052044212317,4.692198335536778,160.04737531670222
2100.0,18.24,1988.6,314.3224,5.88,1129.6,1308.9,67.0,50.137587826025566,0.16131100303615803,21.579286186069147,0.7220990913233775,57.321321116185835
2100.0,37.78,2193.1,384.8063,4.71,1240.2,1394.7,64.1,67.18830825450047,1.4581288204379963,45.28383662448531,4.000096852976958,63.98285066186878
2100.0,60.31,2390.3,512.5911,2.25,1490.0,1602.5,61.8,109.85148107835059,1.473552830115851,73.38391740316818,3.6376147858890957,71.60787252695603
2100.0,82.28,2500.1,692.4454,1.8,1989.2,2106.2,65.7,179.7236662588613,3.800789598078501,101.25175308857284,6.718754571708141,97.02074605682313
2100.0,103.34,2499.9,866.9366,2.78,2619.5,2796.9,75.6,305.6547059705825,4.217826389137974,122.72271633758335,7.391424156033309,128.95984671751827
2100.0,124.97,2500.1,1010.2031,4.27,3036.0,3326.6,80.6,278.44903059812316,3.488290068614698,146.1100637682956,5.469054624422582,147.98613800018848
2200.0,12.6,2294.6,321.2649,5.7,1084.5,1251.6,68.0,68.30548933573378,0.23900308251276356,14.550721580827638,0.7320652389456986,55.088164840792345
2200.0,31.97,2407.8,360.0267,4.44,1210.4,1407.5,68.1,59.023118190654344,0.7308602215283255,40.95096926642202,2.564499218252023,60.120395449566026
2200.0,53.83,2499.2,533.5734,1.76,1541.1,1684.0,63.8,126.57929158501798,0.5256281138405285,65.4692610423531,1.1704531262031996,71.75000621630245
2200.0,74.83,2500.0,700.0095,3.02,1989.7,2139.8,68.0,157.50798647935844,3.8780528299462507,86.52547908575593,4.95591872371598,99.71365231013559
